id,match_method,match_confidence,footprint_ids,verdict,reason,reviewed_on
160455,coord_pip,medium,358653,partial,Attached 358653 (236 S Wabash) is NW corner Wabash/Jackson; property reports 2 buildings; adjacent 814774 (20 E Jackson) likely the second.,2026-09-21
164777,coord_pip,medium,868897,correct,"868897 (4000-4016 N Broadway) is the corner just east of 842-848 W Irving Park, even north side, so 840 falls here; 4.6 floors.",2026-09-21
164922,coord_pip,medium,868900,partial,"Attached 868900 (842-848 W Irving Park), even side next to 850; property reports 2 buildings, only one footprint attached.",2026-09-21
166122,coord_pip,medium,354806,partial,"Attached 354806 (111 N Paulina) is NE corner Paulina/Washington, even north side; property reports 2 buildings, only one attached.",2026-09-21
173671,coord_pip,medium,354551,correct,354551 (133-135 N Jefferson) carries the matching name and sits at the SE Randolph/Jefferson corner; 8.4 floors on 6 stories is high.,2026-09-21
174155,coord_pip,medium,30119,correct,"Attached 30119 (6200 N Kenmore) is NW corner Kenmore/Granville, even north side at 1040 W; 11 stories exceeds 4.1 implied; no rival.",2026-09-21
174189,coord_pip,low,868067,unsure,"868067 (1017 W Washington) is in the right block, west of Morgan, but is 2 stories (1909); 7.1 floors implied, 3.6 times capacity.",2026-09-21
174323,coord_pip,medium,876556,correct,"876556 (1001 W Van Buren) is the SW corner of Van Buren and Morgan, matching 410 S Morgan's side; 6.0 floors plausible.",2026-09-21
175059,coord_pip,low,236150,wrong,"Attached 434 W Diversey is 3 stories, 3,253 sq ft (21 implied floors); corner 2801-2815 N Pine Grove, 0 m away, better fits 436-446.",2026-09-21
175296,coord_pip,medium,357332,correct,"Attached 357332 (51-61 N Parkside) is SE corner Parkside/Washington, odd south side; 5600-5608 W Washington is across; 3.8 floors plausible.",2026-09-21
175357,coord_pip,medium,344377,correct,Attached 344377 (247-291 E Ontario) label matches property name; 3 stories vs 4.0 implied floors.,2026-09-21
175450,coord_pip,medium,814435,correct,"Attached 814435 (150 N Dearborn) label matches, NW corner Dearborn/Randolph; 4 stories x 12,501 fits 50,913 exactly.",2026-09-21
175484,coord_pip,medium,876138,correct,"876138 (931 W Chestnut, 13,763 sq ft) frontage likely spans 935, before 945; same odd side, coordinate inside; 5.2 floors plausible.",2026-09-21
175529,coord_pip,medium,360988,correct,"Attached 360988 (315 S Sangamon), same odd side just south of 307; 4.7 implied floors plausible; no rival.",2026-09-21
175751,coord_pip,medium,878135,correct,"Attached 878135 (341 W Chicago) is SW corner Orleans/Chicago, matching 750 N Orleans' west side; 6 stories vs 5.7 implied.",2026-09-21
175867,coord_pip,medium,156219,correct,"Attached 156219 (3925-3951 N Cicero) lies on Milwaukee's even side with 3985 N Milwaukee across; 45,054 sq ft fits 1.8 floors.",2026-09-21
175907,coord_pip,medium,356684,partial,"Attached 356684 (107-113 N Lotus) is NE corner Lotus/Washington, even north side; property reports 3 buildings, one attached.",2026-09-21
176009,coord_pip,low,361716,unsure,"361716 (322-340 S Halsted) is at the NW Halsted/Van Buren corner as 804-812 would be, but recorded 1 story; 6.5 floors implied.",2026-09-21
227696,coord_pip,medium,393723,correct,"393723 (2559 S Dearborn, 4 stories) is on the same odd side, 14 numbers from 2545; 5.1 floors on 4 stories acceptable.",2026-09-21
236031,coord_pip,medium,354924,correct,"Attached 354924 (100-118 N Wells) label matches, NW corner Wells/Washington covering 208; built 1927 matches; 31.3 implied on 23 stories.",2026-09-21
241533,coord_pip,low,359775,unsure,"359775 (231 S Jefferson) is at the right corner, but 7 stories vs 18 floors implied; adjoining 814778 (550-570 W Jackson, 18 stories) fits size.",2026-09-21
250144,coord_pip,medium,358667,correct,Attached 358667 (201 S State) label matches property name; 15 stories vs 11.7 implied floors.,2026-09-21
250171,coord_pip,medium,354372,correct,"Attached 354372 (190 N Garland) label matches property name; 57 stories, built 2005.",2026-09-21
251214,coord_pip,medium,892610,partial,"Attached 892610 (8 stories, 2010) is one of three adjoining 2010 footprints with 892609 and 892611; property reports 2 buildings.",2026-09-21
251241,coord_pip,medium,821244,correct,"Attached 821244 (1931 S Indiana) label matches property name; 13 stories, built 2003.",2026-09-21
251263,coord_pip,medium,324936,correct,Attached 324936 (1004-1030 N Clark) label matches property name; 32 stories.,2026-09-21
251290,coord_pip,medium,837492,unsure,"Adjacent 813514 (163 E Walton St) holds 163, label matches, but 10 stories x 6,947 is too small; attached 171 E Walton Pl fits size.",2026-09-21
251341,coord_pip,low,814621,wrong,Attached 814621 (37 S Wabash) is a 13-story 1902 building labeled otherwise; 79.7 implied floors.,2026-09-21
251464,coord_pip,medium,510994,correct,510994 (6002-6066 S Langley) holds 6020 on the correctly spelled street; 3 stories and 2.5 floors implied agree.,2026-09-21
251517,coord_pip,medium,317305,correct,"Attached 317305 (618-640 W Scott), even north side next to 650; 40,210 sq ft fits 1.7 floors; same-range annex 316038 adjoins.",2026-09-21
251549,coord_pip,low,58127,wrong,"58127 (5601 N Spaulding) is a 1-story 2,832 sq ft building among small commercial neighbors; 29.1 floors implied.",2026-09-21
251647,coord_pip,medium,368962,correct,"Attached 368962 (800-824 S Lawndale) is SW corner Lawndale/Polk, odd south side, beside 3727 W Polk; 3 stories vs 2.6.",2026-09-21
251656,coord_pip,medium,859889,correct,"Attached 859889 (224 N Central) backs onto Parkside's odd east side; even Parkside footprints across; 55,355 sq ft fits 2.0 floors.",2026-09-21
251723,coord_pip,medium,450524,correct,"450524 (2601 W 48th, 48,534 sq ft) same odd side next to 2611, coordinate inside; 2.0 floors, stale-looking 1954/1-story attributes.",2026-09-21
251903,coord_pip,medium,372703,correct,Attached 372703 (1062-1064 W Maxwell) backs onto 13th's odd south side; 3 stories vs 3.1 implied floors.,2026-09-21
251925,coord_pip,medium,881531,correct,"881531 (2201-2215 N Kenmore) is same odd side, just below 2219, coordinate inside; 5.0 floors plausible.",2026-09-21
252068,coord_pip,medium,868395,correct,"868395 (30 W Monroe, 21 stories) same even side, next to 22, coordinate inside; low 4.8 floors suggests the property occupies part of it.",2026-09-21
253963,coord_pip,medium,892824,correct,"Attached 892824 (7756 S Woodlawn), 7 stories, backs onto Avalon Ave lots at 78th; 9.5 implied floors; no rival footprint.",2026-09-21
253973,coord_pip,medium,153777,unsure,"Attached 4016-4018 N Cicero lacks stories (10.7 implied); adjacent 892860, built 2007 like property, 5 stories; possibly one split building.",2026-09-21
253980,coord_pip,medium,821240,partial,"Attached 821240 (1936 S Indiana) label matches; two more same-label footprints (821239, 821238) adjoin; property reports 2 buildings.",2026-09-21
254063,coord_pip,medium,160428,correct,"160428 (1810-1822 W Grace) is the even north side, adjoining 1800; 1801 W Grace is across the street; 5.5 floors plausible.",2026-09-21
254067,coord_pip,medium,468675,unsure,Attached 5401 S Cornell is labeled for another institution; 13.7 implied on 9 stories; position fits SE corner; no range-holder.,2026-09-21
254156,coord_pip,medium,85891,correct,Attached 85891 (4950 N Ashland) spans to Paulina's odd east side between Ainslie and Winnemac; 7 stories vs 4.5; S Paulina mirror.,2026-09-21
254349,coord_pip,medium,358551,correct,"Attached 358551 (128-132 S Aberdeen) is NW corner Aberdeen/Adams, even north side; 2 stories vs 1.6 implied; no rival.",2026-09-21
255022,coord_pip,low,876305,wrong,"Attached 516 N Milwaukee is 3 stories, 1891, 2,286 sq ft (24.2 implied floors); cannot hold 55,216 sq ft.",2026-09-21
255756,coord_pip,medium,226651,correct,"Attached 226651 (3020 N Central Park) on Milwaukee's odd side; even Milwaukee footprints across; 6.9 implied, stories unknown; no rival.",2026-09-21
255931,coord_pip,low,50072,correct,"Attached 50072 (1743-1759 W Rosehill) is SW corner Hermitage/Rosehill beside 5726-5732 N Hermitage; 1 story vs 2.2 implied, no rival.",2026-09-21
256527,coord_pip,low,814995,wrong,"814995 (1101-1109 S Wabash) is named Best Western Parking, a 2-story 1961 garage; 6.9 floors implied.",2026-09-21
256567,coord_pip,low,866950,wrong,"866950 (2635 W North Ave) is a 2-story 1899 building of 2,391 sq ft; 23.3 floors implied, too small for the property.",2026-09-21
256770,coord_pip,medium,841853,unsure,"Attached 1533-1535 W Howard (odd, adjacent number) is 2,378 sq ft, 21 implied floors for nominal 50,000; no larger south-side footprint.",2026-09-21
256772,coord_pip,low,358759,unsure,Attached 1500-1516 W Adams (NW corner Laflin/Adams) is 1 story (2.6 implied); adjacent 1528-1530 W Adams and 1513-1515 W Monroe are larger.,2026-09-21
256774,coord_pip,medium,287250,correct,Attached 287250 (2701 W Armitage) spans south side to Fairfield's odd east side; 1935-1945 N Fairfield adjoins; 1.6 floors plausible.,2026-09-21
256806,coord_pip,medium,129791,unsure,"Attached 3431-3433 W Montrose, odd side, adjacent number, 3,406 sq ft (14.7 implied) for nominal 50,000; no larger footprint nearby.",2026-09-21
256808,coord_pip,low,359180,unsure,"Attached 847-855 W Adams near SE corner Peoria/Adams is 2 stories x 5,584 (9.0 implied) for nominal 50,000; no clear alternative.",2026-09-21
